,Name,Code
0,오스코텍,039200
1,알테오젠,196170
2,오리엔트바이오,002630
3,싸이토젠,217330
4,티앤알바이오팹,246710
5,팬젠,222110
6,아시아종묘,154030
7,제노포커스,187420
8,펩트론,087010
9,에이비엘바이오,298380
10,쎌바이오텍,049960
11,바이오솔루션,086820
12,농우바이오,054050
13,강스템바이오텍,217730
14,신라젠,215600
15,셀레믹스,331920
16,헬릭스미스,084990
17,클리노믹스,352770
18,코아스템,166480
19,비엘,142760
20,서린바이오,038070
21,차바이오텍,085660
22,진매트릭스,109820
23,지니너스,389030
24,아이진,185490
25,애니젠,196300
26,셀리버리,268600
27,올릭스,226950
28,압타머사이언스,291650
29,메디포스트,078160
30,테고사이언스,191420
31,고바이오랩,348150
32,제넥신,095700
33,셀리드,299660
34,휴젤,145020
35,메디톡스,086900
36,네이처셀,007390
37,선바이오,067370
38,바이오니아,064550
39,툴젠,199800
40,바이오에프디엔씨,251120
41,아미코젠,092040
42,파멥신,208340
43,앱클론,174900
44,큐리언트,115180
45,유틸렉스,263050
46,케어젠,214370
47,진원생명과학,011000
48,유바이오로직스,206650
