,Name,Code
0,피플바이오,304840
1,노을,376930
2,티앤엘,340570
3,진시스템,363250
4,엘앤케이바이오,156100
5,지티지웰니스,219750
6,인트로메딕,150840
7,한스바이오메드,042520
8,켈스,402420
9,피에이치씨,057880
10,아이센스,099190
11,제노레이,122310
12,루트로닉,085370
13,클래시스,214150
14,레이언스,228850
15,에스디바이오센서,137310
16,신흥,004080
17,지노믹트리,228760
18,인터로조,119610
19,휴비츠,065510
20,코렌텍,104540
21,오스테오닉,226400
22,이노테라피,246960
23,디알텍,214680
24,아스타,246720
25,뷰웍스,100120
26,제이브이엠,054950
27,인바디,041830
28,젠큐릭스,229000
29,루트로닉3우C,08537M
30,디알젬,263690
31,피제이전자,006140
32,덴티움,145720
33,이루다,164060
34,세운메디칼,100700
35,바이오다인,314930
36,플라즈맵,405000
37,씨유메디칼,115480
38,디오,039840
39,리메드,302550
40,하이로닉,149980
41,셀바스헬스케어,208370
42,세종메디칼,258830
43,바텍,043150
44,제테마,216080
45,메타바이오메드,059210
46,제놀루션,225220
47,원바이오젠,307280
48,오스템임플란트,048260
49,시너지이노베이션,048870
50,한컴라이프케어,372910
51,마이크로디지탈,305090
52,솔고바이오,043100
53,한국비엔씨,256840
54,엠아이텍,179290
55,녹십자엠에스,142280
56,덴티스,261200
57,수젠텍,253840
58,레이,228670
59,엘앤씨바이오,290650
60,이노시스,056090
61,비올,335890
62,미코바이오메드,214610
63,원텍,336570
64,메디아나,041920
65,나이벡,138610
66,비스토스,419540
67,이오플로우,294090
68,셀바스AI,108860
69,멕아이씨에스,058110
