,KS113daysChange,KS117daysChange,KS1115daysChange,KS1130daysChange,KQ113daysChange,KQ117daysChange,KQ1115daysChange,KQ1130daysChange,KS113daysClass,KS117daysClass,KS1115daysClass,KS1130daysClass,KQ113daysClass,KQ117daysClass,KQ1115daysClass,KQ1130daysClass
2014-12-17,1.3575740591304892,2.312343636431485,0.027310057539902458,2.3701115407821107,0.25460749581468434,0.1909499118547211,6.043240203991816,10.751659724721826,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0
2014-12-18,2.2608601502666916,1.4577693722822536,1.291465800822125,2.76397877337946,0.6978634701454494,1.1555871802633437,7.490712518255795,10.732379509745186,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0
2014-12-19,2.1881433465085602,0.9533578919631096,1.235834044795787,2.8700901712779987,1.3516082290109075,2.9287895083109716,8.955108471523017,12.471560415849222,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
2014-12-22,0.8616672282787089,-0.46451396350753965,-0.6652900617134961,1.7000206914063385,0.25769919781704603,2.39770784116623,6.627325229644174,11.712193764594614,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0
2014-12-23,0.2593786803166512,-0.8584160547429254,-1.5161164043294209,0.5002249487942707,-0.29994521275306446,3.157708946731314,6.965600801068549,11.928530411104385,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0
2014-12-24,-0.5755502720389591,-1.2000917865716483,-1.2831226466656072,0.8509453141180049,0.8547548480050113,4.975212719713628,8.742165697536734,12.995413425811414,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0
2014-12-26,-1.5935405263011662,-3.2959881277912997,-3.004196035704608,0.020035600505765847,1.1324397604973226,4.099537779632591,7.547161777631511,10.590620687926195,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0
2014-12-29,-1.393370155749738,-3.302094123546729,-1.5322137031377006,-0.6313674844640584,2.4627675166153753,4.886302451682913,8.800948950083406,10.796575076222094,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0
2014-12-30,-0.07365908370155635,-1.2039235826558234,-0.3439049024091852,0.9253766424328789,2.690925740953309,5.04618216375372,8.367652985167343,11.533326906395322,0.5,0.0,0.5,0.5,1.0,1.0,1.0,1.0
2014-12-31,0.008354293081528703,0.4755707203365071,0.27302189366344115,1.3593743683244988,3.3666740291978345,5.528854375631769,6.528908391510295,10.915892621251434,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
2015-01-02,-2.007532655054889,-0.0033837581473043655,0.7847420694218952,1.8992588492622555,1.923962609897117,4.816273489557207,7.469686209551024,10.890860612430172,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
2015-01-05,-2.2118512024767063,-0.4827519302352412,0.479647083895248,1.8173424073540823,1.3707090593144475,3.118852260807704,6.611534199394444,9.99945785850353,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
2015-01-06,-0.5794062899647642,-0.10909387968158706,1.9130901213623923,2.5666179303144983,0.922938619153669,2.3020014253897556,4.7376440089086795,9.097549755011126,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
2015-01-07,2.2444155807465607,1.6834478910403656,4.203564878734987,4.380994669005144,2.5210172472635293,4.023973883386327,6.349971278584149,9.556266184737169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-01-08,1.9704535901328462,0.22826099491115348,3.5666735092516966,4.3045300740509065,2.394356665074283,2.866451542675906,5.665215492666375,9.083943270171005,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
2015-01-09,0.6557630453162937,0.7171939636087118,2.3421618374967106,3.3465460949165915,0.8068087948160669,2.796466853053821,4.440093976450155,8.666565613872795,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
2015-01-12,-0.5735915873154226,-0.18028633492701673,1.4537384377997458,2.6715875361915025,0.20593605832450365,1.9808438538341533,3.01576472566301,8.432958488506912,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0
2015-01-13,-0.35450876772999834,-0.0067677452987416654,1.6143059835503213,3.6190437946501155,1.1535257994027774,0.6367828200156159,3.227431915452849,7.274339945814962,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0
2015-01-14,-1.513192034646461,0.9884489839934856,2.3811523228782034,3.961105626393182,1.122587215411565,3.2066546409807266,4.768823117337996,8.070055516637478,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
2015-01-15,0.24299117488910854,1.1506756481700098,2.04738204821599,3.769740378034145,1.4107384990204273,2.816246839570497,4.639743593144254,8.776149309776779,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0
2015-01-16,0.37039949765639896,1.9988093190769058,2.1618065907263313,4.318913107304743,0.5074067190507247,1.1094122419697932,3.911314163178402,6.952300857798531,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-01-20,1.7313395218249334,3.890089708097195,3.1178994478190085,5.997998003320752,0.1749207750521423,2.94072544535006,2.8298830578044005,8.352824553655555,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
2015-01-21,0.9268526178332517,1.7051446322004622,0.9148638885388934,4.169293677253249,1.2090572686534513,1.8633923484502897,1.8341991916396398,8.25732982096518,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
2015-01-22,0.7521261978224938,1.4589627630108029,1.273661729971546,4.015657979686529,1.0267994186200085,1.2390029204691184,2.9212351047791687,8.058658285272662,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
2015-01-23,1.6440936104273436,1.658672280363745,1.0833945702894066,4.795868305711566,1.6285820471039918,2.048690803962083,4.118116195857644,9.927050532069872,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
2015-01-26,1.316570533788926,0.8196930555240539,1.105838797575794,2.9301313986562993,0.8620279678336628,0.6787599079559482,3.183385495523204,6.77911661698976,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0
2015-01-27,0.7924845827852914,1.4005405978110084,1.3313097351366379,2.536057852048312,0.4709096237514746,1.3365099161741225,3.1778209408117952,5.361310694251818,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0
2015-01-28,-0.16082841433114348,0.02253339451915381,0.6412599286056949,1.4561530245094898,0.636225814544615,2.206377654511095,4.162692208096266,5.404524452364331,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
2015-01-29,-0.4537108962995598,-0.3089313785789982,0.17027228432792793,0.45932412657666677,-0.6931467380049955,1.6386530315452952,3.0148526300530136,5.6797739107377305,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0
2015-01-30,0.04817690184440495,-0.2060470912030893,0.7124459440452113,1.7821456798787767,0.03203449581900089,0.10621880990540249,3.235433497735974,6.934516682412633,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0
2015-02-02,0.6941110437083257,-0.6874416409948262,0.9813983204836785,1.9530460690054412,1.1241020333518057,0.23158236597434242,4.046790343156579,7.407283163859815,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0
2015-02-03,0.008189360037375413,-0.3574627080202598,1.20039844479305,3.9550759911638895,1.785619740606156,1.8872639000029157,5.258606561112472,7.755767097912229,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
2015-02-04,0.1823838127384576,-0.5292094206024566,1.9728893404284311,3.9186249476558825,1.8236684088374377,1.5051140264115497,3.9203804214336,6.0137183125641664,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
2015-02-05,-0.8044690815755653,-0.26951629542073396,1.5432071896712973,3.826184895367709,-0.7488725322659281,1.6448568826323413,3.1509682948353817,5.613228878967249,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0
2015-02-06,-0.8695019200564617,0.4408955751574398,1.687802563131276,4.321911957428673,-1.308231558423556,1.3798002742291282,3.952996800828871,6.536179346336385,0.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0
2015-02-09,-0.5021717445776841,0.4806886610140698,2.1114608174658307,4.145697572556689,-0.45023951425818465,1.354012039180204,2.9265212543118047,5.985462185411572,0.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0
2015-02-10,-0.2758086800205453,0.9203894709809965,2.7930151515151507,4.846943759630201,1.4298930526315847,3.1258943999999915,5.3709498947368335,8.104420210526317,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
2015-02-11,1.1178502147715992,1.5011415197984967,3.224926104353561,5.524680236623613,2.549961159289093,3.2650283511588727,6.307439622751867,9.798461054757508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-02-12,0.8094773293233227,1.1661645973901704,2.7075117092398964,3.9502549177994943,1.278662367642502,2.3461611269289686,4.99160661574196,6.837275377207616,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
2015-02-13,1.1995064940294853,1.7763420379363182,3.6726840755636196,4.026001029995411,1.672092216925003,3.1665130706447964,5.579177330950728,6.289852156778891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-02-17,0.37905404853129004,1.6842897062579816,1.8043395146871046,3.7057491187739453,0.6972866530481445,1.3978653612494325,3.484796611584878,6.359462324212284,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0
2015-02-18,0.17691157494132495,1.6125828234298893,1.188919910401521,4.057206657729293,0.5270106922479966,1.310136482422063,2.116239452946566,6.795274278585765,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0
2015-02-19,0.17659915060266076,1.062642050599978,0.8097008090736099,3.233208911795166,0.5242478500245058,2.000620607210794,1.192204442822131,6.192938564429583,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0
2015-02-20,0.5699983763664546,1.6229707202280466,0.2885605036874421,3.26476210507347,1.4698437114201752,1.5515016953879628,2.5869291783146875,6.248470403058826,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0
2015-02-23,1.300306792187577,1.8555474174746578,1.0621326150969261,4.14826413824506,0.6957274932492744,2.1770046289526697,3.58315266313846,8.13967208812424,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
2015-02-24,1.2543215933758987,1.5190091278734734,0.9622046878753392,3.995143919687078,0.25344374663881003,2.4093377173986843,3.229789991233751,8.336040312709885,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0
2015-02-25,0.48985152847461205,1.1264503196325366,2.7220026686689125,4.207235148187443,0.5230883150861513,1.6288157333016262,2.372405087226688,7.519600706634705,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-02-26,0.3185221627239472,1.1288776182195468,1.9080910816714887,3.4363817086693413,0.8498614821528154,3.125357993613843,2.0143670400756295,9.79451064994797,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0
2015-02-27,0.41644335316369735,-0.013045638195157569,2.248282055373794,4.750439324572683,1.3871779613955562,1.9738109587820227,2.3870455361058878,10.52375724556967,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
2015-03-02,0.6289651370635068,-0.05186972376794483,2.5903887466366,5.6964382218121346,0.9270491255509482,-0.41149097096031373,2.484952454479809,10.380110350903388,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0
2015-03-03,0.07862270088855121,-0.800281575504617,1.9921728068578453,5.754674135483213,1.547095580795087,-0.3538079167392061,2.971965722558239,10.157439282602214,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0
2015-03-04,0.5775982557595356,-1.5384404222625367,1.9981207916584556,5.924909597565408,1.6303324204734595,0.4011906111855844,2.594140338034496,10.996736997392999,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0
2015-03-05,-0.2737386912431037,-0.6255348200732336,2.2279058160285374,7.086552013784028,-0.17291441921146422,0.6187077256270144,3.2838919311706323,10.781315870154009,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0
2015-03-06,-0.6810508995259914,-0.5529503383917187,1.2099827830292933,7.2618818561487775,-1.4950197337236615,0.6287365256658093,1.75792029568669,11.952240444175427,0.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0
2015-03-09,-1.595178492213149,0.8430501404611904,0.3408004312633317,6.645504780115043,-2.552535435143329,0.03302104162750691,0.6731202532488654,11.185202563537262,0.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0
2015-03-10,-1.1155036883598148,1.787918927222539,1.8677097785330932,7.625881771458339,-0.1763954458189605,-0.04291071984694075,2.777862842420269,13.549249697275389,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0
2015-03-11,0.05139230186477965,2.6763803596751234,2.834585792463758,8.017043354977726,1.9710944222751825,1.5788048293188635,4.58206730947551,13.07899456709905,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-03-12,0.3281452797253637,2.8477979055765044,2.4040425507377585,9.722185158633579,2.54838356099119,3.3036962759726904,4.941817553182249,11.760623095833406,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-03-13,3.0102694636373677,3.349250789801291,2.967638169735818,9.601697271607843,1.2576556074444971,1.9326519997076348,3.5692083329443602,9.96417473670271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-03-16,2.1482589378624675,2.7988838149268225,3.053697209123726,8.648950625539923,-0.8293275522270345,1.2014182104848272,4.398900118249906,10.270400472999599,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2015-03-17,2.5441200062099756,2.7916905711856472,3.004034273209535,8.068109954057373,-0.565002496757866,2.4630096646014534,4.946489111243717,9.661622864527935,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2015-03-18,0.36109757955903765,-0.3620837809012025,1.4458757042628605,5.552948017990834,0.6336025589234054,1.0187942964004943,5.027913152008428,9.376623712789076,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
2015-03-19,0.40129237578610333,-0.4264291557075795,1.499675453417183,4.8667688818909385,1.7965290671795882,1.7695043127792833,7.6265175539597925,9.542285402665936,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
2015-03-20,0.17076387706821697,-0.3852011611136909,2.4471386891799467,4.505146760827527,1.592250365116898,2.3630509246863936,7.947012892948886,8.174137662190025,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
2015-03-23,0.2734125104229804,0.18603792477095343,3.027622288133074,4.662680414004637,1.7138436927644294,1.6263549436819922,7.703724017367652,5.908637357132183,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
2015-03-24,-0.6888920810876711,-0.3996884564833385,3.689009877013211,4.017257492468664,0.3498494552416677,1.552421924679873,6.97808720035908,4.939954721577731,0.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0
2015-03-25,-1.0566406899695844,-0.6025389336635147,3.849863875362781,3.096454006614315,-0.27264087956004235,1.3554165279216728,8.190133112547196,3.749981645426506,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5
2015-03-26,-0.6251202819243574,0.17720663671355152,4.752759199136106,2.359002531228484,-0.6620072313095489,1.7049437377456869,7.259044754025856,3.3837692045238184,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5
2015-03-27,0.9131976040865794,1.2098513411808702,5.979547576935518,3.1128846196601385,1.2388465349064677,3.7819225410864,10.018208036157016,6.0946525815994255,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
2015-03-30,0.4282553614295962,1.9536567998172192,6.283290866481214,3.8409660420797485,1.5793890331452523,4.360125323065404,10.441796463489625,8.150031776464036,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0
2015-03-31,-0.04778688998064171,1.4201728757134113,5.652597869770391,3.2871263481517943,0.5922035221604277,4.672671006473552,10.480259617160833,6.184865729425514,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0
2015-04-01,0.26457352039282095,2.2895293227456945,5.039605617679034,3.5829890771293527,1.7925001428538503,4.84711993800243,8.124650311682725,6.416699817317699,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0
2015-04-02,0.9159741895943853,3.474079849259243,7.146341517005958,4.529573281051582,2.5529485736723556,6.022489919643507,6.497701013416822,7.541953079432003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-04-06,1.4878769487229837,4.073296002581466,6.442858377441063,3.816036709460972,2.6838037124573404,5.287665221246505,6.174582684073845,8.427996435439729,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
2015-04-07,0.6078909452919914,3.59308185766119,5.429454321334946,3.2881611012540413,2.2366529431704665,4.876535049404456,5.6241017367991395,6.207048933067768,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
2015-04-08,1.9897109677427187,4.5368104856462805,4.916385767392181,3.6062035218927346,2.2779422960499462,4.720840423714752,4.492893276578463,5.992525828362646,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
2015-04-09,1.925930276284056,4.090789389922646,4.048535522233547,3.8984891956407206,3.1974589573427594,5.81859995997276,4.140528389330838,6.873939943798544,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
2015-04-10,2.5669348233101803,4.266410167145094,3.317344034286166,3.1055840517597826,1.1832233425447398,4.431576315447472,1.7800147140742066,5.713778028682463,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0
2015-04-13,1.5423205179603023,2.7316371961737125,2.0088487565196775,2.7943866977316,1.8210582733333844,4.765256011106535,0.21040394092829606,4.621559056286936,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0
2015-04-14,1.95243179934904,2.1425291421861106,1.5870094733418814,2.123953254849327,1.2938950094889325,2.023529743174481,-1.6666895008625733,2.7952186107598456,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5
2015-04-15,1.5049357602537923,2.921312572082508,0.3165693411913102,-0.1998357290716737,3.2016079431896793,1.0963997427560177,-1.9051868771631082,2.076007942251831,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5
2015-04-16,1.2618162838972597,1.8792849267401763,-0.7254798808910177,-0.4278414765777735,1.8028944133318994,-0.5328051364183964,-4.10402625394843,2.098094573762747,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5
2015-04-17,0.22852176381845862,0.8243440257889159,-2.2851490368450005,-1.1729451913400837,2.321321769189405,0.15466154044668254,-3.6130058387048836,1.8730960515332618,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5
2015-04-20,0.018189549801727507,0.19453799860042184,-2.704920923722886,-1.9188188943317035,-0.50360685799044,-1.4301946041523987,-3.5662782775630486,1.2491095912029455,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5
2015-04-21,1.2437614528775205,-0.19006191214109514,-2.2979386547878398,-3.170901949338837,-2.0482122820800788,-1.5941523776856412,-2.0750882006733846,-0.3097773469289521,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5
2015-04-22,0.6998358686428031,-0.8215310906710125,-2.2389146782120077,-3.805972869869334,-3.3281124859174707,-3.5702302645068054,-3.887928850475038,-2.4562011572467988,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5
2015-04-23,0.6366999557472119,-0.6618783010420196,-1.3867307783422604,-3.313126585088111,-0.5616077357133004,-2.8272256997538925,-1.5796125022755187,0.17345394164521036,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2015-04-24,-1.1843136381168777,-1.8947153858383623,-2.442237596641646,-4.8453728594203715,0.6224003761090775,-2.1054696772605506,0.9805395384860209,2.135807594033273,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5
2015-04-27,-0.7949886846215124,-1.9166135318482869,-2.467823307286162,-4.380503095358521,0.7166245000524749,-2.7246108915744105,2.122366478303941,3.7192001870341884,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
2015-04-28,-1.4076270405658942,-2.4546455705427594,-2.0310199212020272,-4.334103113253972,-1.4841511570621986,-4.782741000384442,0.5519073645911361,3.3057370714679157,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2015-04-29,-0.8367194053388612,-2.638670003220357,-1.248787056393862,-4.486250564531584,-1.9137704934097117,-3.402741392471638,1.4351526737946279,3.076967619646208,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5
2015-04-30,-0.4853802834784786,-2.66540961895098,-0.14420801392323737,-4.01468198882579,-2.5571702840139445,-2.0123905704771072,2.624733710058401,3.0631456451489942,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5
2015-05-01,-0.4120447976134945,-1.4004541288356924,-0.20496072997783446,-3.525811418463635,-2.4803699150901926,0.476040689162129,3.864966344973709,3.3947277485852587,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5
2015-05-04,-1.1795029148685976,-1.5462239638282325,0.7700684311092344,-4.102925623817136,-2.5627165745130447,0.48064216638855056,4.401893358257405,3.2767275743035436,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5
2015-05-05,-1.9336553930266034,-0.847472747756787,0.5285555547811934,-4.854542426047311,-0.7110203318122367,2.1138745379362787,4.537534726507106,4.186458769029337,0.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0
2015-05-06,-1.5523475704513199,0.09087256561643786,-0.5147754490154212,-3.9437710379415813,1.4540404826429851,4.070426013639216,4.058517155672219,6.948739596479323,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
2015-05-07,-0.3421202678513568,0.09122589442282282,0.29981349086970077,-2.979220114046902,3.9568093102777704,5.925462035842679,6.4675508109813045,8.898701057456519,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
2015-05-08,0.2759454806312736,1.0865600669536102,1.1382137254901934,-2.1061711621233847,2.029472374010479,4.48237687020799,5.6917449682657795,8.444756130681563,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0
2015-05-11,1.373273415040156,1.6940656364449551,0.8079566169784361,-1.4557572072599838,1.546154112437739,3.6820220226729936,4.993468864165607,7.76305693859949,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0
2015-05-12,1.0942316738145186,2.0101344702370216,-0.8934952676858507,-0.7714354529260071,1.0082540874223123,3.1287516341887582,1.8027188601017166,6.865624306351004,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0
2015-05-13,0.46404612366596454,1.24191202428581,-1.6029468029116447,-0.5360621762419093,2.7171905337855735,4.208292136882827,1.4896439917529707,8.719458000399829,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0
2015-05-14,-0.020809258443648414,1.5107743656809918,-1.9534853898979854,-1.3764262975013863,1.5919593658743365,3.0784563823716597,1.7812025419644488,8.874217351869113,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0
2015-05-15,0.024525426743483257,1.092750710863615,-2.4632947738620943,-1.4181786275636652,1.0754011733550328,1.3428221904894466,1.144050191083553,7.326208551025819,0.5,1.0,0.0,0.5,1.0,1.0,0.5,1.0
2015-05-18,1.5684803702824581,0.047472110135295516,-1.9610756705435515,-2.1841922620460466,1.2120765110719622,-0.8803546624205927,1.5636473808795812,3.9183375474339344,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5
2015-05-19,0.43005166837210734,-0.13389086723067906,-2.350828997300512,-1.8696904293004821,1.7618222538215353,0.8190558123000307,2.738714539637393,5.548527550657667,0.5,0.5,0.0,0.5,1.0,0.5,1.0,1.0
2015-05-20,1.1905603335101906,-0.2852652813937793,-3.27840379032766,-1.0825944286044427,0.9550220306038351,0.6508350631989195,1.618585768911389,7.623198782821448,1.0,0.5,0.0,0.5,1.0,0.5,0.5,1.0
2015-05-21,0.18508468772806272,-1.7372856465622817,-3.8760635691940895,-1.5054619410186239,-0.7409536957889958,0.2493126927771436,0.4271990963983603,7.664398078334927,0.5,0.0,0.0,0.5,0.0,0.5,0.5,1.0
